time,strategy_cum_ret_pct,eur_usd_cum_ret_pct
2025-10-06 12:30:00+00:00,26.42483341438393,8.805651999888276
2025-11-04 10:00:00+00:00,25.657091654383855,7.101302231199558
2025-12-09 09:00:00+00:00,25.163172541185098,8.43564706648916
2026-01-07 04:00:00+00:00,24.522831541185262,8.861501801156058
2026-01-15 11:00:00+00:00,23.74621650118516,8.29229924323518
2026-02-06 04:30:00+00:00,22.958097301184942,9.795124312349301
2026-02-11 03:00:00+00:00,22.66409898118493,10.841842671109813
2026-02-11 04:30:00+00:00,24.7434093401099,10.8446351611732
2026-02-23 11:00:00+00:00,25.67766172729886,9.70529921531027
2026-03-20 04:00:00+00:00,26.737441977237573,7.5909188223138635
2026-03-26 08:00:00+00:00,26.06975717723776,7.540188586162255
2026-03-26 09:00:00+00:00,27.062599347177784,7.582075937113131
