entry_time,fill_time,exit_time,pair,direction,entry_price,fill_price,exit_price,units,notional,margin,leverage,har_rv,z_score,spread,pnl,exit_reason,balance
2024-06-14 02:30:00+00:00,2024-06-14 03:00:00+00:00,2024-06-14 04:30:00+00:00,USD_CHF,1,0.893745,0.89366,0.8942136148012516,11189920,9999983.907200001,200000.0,49.999919536,0.0001510726155704,-1.5154718313489368,0.00017,5243.762136821292,tp,505243.7621368213
2024-06-26 06:00:00+00:00,2024-06-26 06:30:00+00:00,2024-06-26 07:00:00+00:00,AUD_USD,-1,0.66862,0.6686799999999999,0.6683370101893624,-14954820,9999989.037599998,200000.0,49.999945188,0.0003665606882364,1.5197600905620088,0.00012,4232.06167991809,tp,509475.8238167394
2024-06-28 07:00:00+00:00,2024-06-28 07:30:00+00:00,2024-06-28 09:00:00+00:00,USD_CAD,-1,1.37135,1.3714400000000002,1.3706853368397058,-7291600,9999991.904000003,200000.0,49.99995952000001,5.468764241556993e-05,2.0737187180823757,0.00018,4846.457899602233,tp,514322.2817163416
2024-07-01 00:00:00+00:00,2024-07-01 00:30:00+00:00,2024-07-01 03:30:00+00:00,NZD_USD,-1,0.6098399999999999,0.60992,0.609935,-16395580,9999992.1536,200000.0,49.999960768,3.279441183253413e-05,1.6194018663236265,0.00016,-1557.5801000001923,time,512764.7016163414
2024-07-02 00:30:00+00:00,2024-07-02 01:00:00+00:00,2024-07-02 02:30:00+00:00,NZD_USD,1,0.6056349999999999,0.6055599999999999,0.605185,6462320,3913322.499199999,200000.0,19.56661249599999,0.0015332239743475,-1.9465450135402176,0.0001499999999999,-2908.0439999993214,sl,509856.6576163421
2024-07-12 01:00:00+00:00,2024-07-12 01:30:00+00:00,2024-07-12 04:30:00+00:00,EUR_USD,-1,1.086925,1.0870099999999998,1.08698,-9199540,9999991.975399999,200000.0,49.999959876999995,5.059890706372439e-05,4.9597007182767525,0.00017,-505.97470000229345,time,509350.68291633984
2024-07-12 01:00:00+00:00,2024-07-12 01:30:00+00:00,2024-07-12 04:30:00+00:00,USD_CAD,-1,1.36322,1.36332,1.36205,-7335020,9999979.466400001,200000.0,49.999897332,1.1003480767886411e-05,5.2105656885327125,0.0001999999999999,8581.973400000847,time,517932.65631634067
2024-07-17 00:00:00+00:00,2024-07-17 00:30:00+00:00,2024-07-17 03:30:00+00:00,GBP_USD,1,1.296965,1.2968800000000005,1.2975156471358094,7710800,9999982.304000001,200000.0,49.99991152000001,0.0005933414757247,-1.607347431649068,0.00017,4245.929934796819,tp,522178.5862511375
2024-07-17 00:30:00+00:00,2024-07-17 01:00:00+00:00,2024-07-17 01:30:00+00:00,NZD_USD,-1,0.60758,0.60764,0.60794,-16457100,9999992.243999999,200000.0,49.99996122,0.000576387859625,1.8741922849499475,0.00012,-5924.5560000013575,sl,516254.0302511361
2024-07-18 01:30:00+00:00,2024-07-18 02:00:00+00:00,2024-07-18 05:00:00+00:00,GBP_USD,-1,1.300355,1.30044,1.300615,-7689700,9999993.468,200000.0,49.999967340000005,8.45851291652216e-05,2.5381628263536267,0.00017,-1999.322000000292,time,514254.70825113583
2024-07-18 02:00:00+00:00,2024-07-18 02:30:00+00:00,2024-07-18 03:00:00+00:00,NZD_USD,-1,0.607145,0.60721,0.6075350000000003,-16468760,9999995.7596,200000.0,49.999978798,8.235332872382846e-06,2.213794340843655,0.00013,-6422.8164000045945,sl,507831.8918511312
2024-07-25 01:00:00+00:00,2024-07-25 01:30:00+00:00,2024-07-25 04:30:00+00:00,USD_CAD,1,1.38173,1.38164,1.381945,7237760,9999978.7264,200000.0,49.999893632,0.0002533698185873,-2.122912596971735,0.00018,1556.1183999997481,time,509388.01025113097
2024-07-31 05:00:00+00:00,2024-07-31 05:30:00+00:00,2024-07-31 06:00:00+00:00,AUD_USD,1,0.648395,0.6483300000000001,0.6490419943368015,5892180,3820077.0594,200000.0,19.100385297,0.0015706443491449,-1.7247644002410976,0.00013,3812.207091414661,tp,513200.2173425456
2024-07-31 05:30:00+00:00,2024-07-31 06:00:00+00:00,2024-07-31 07:30:00+00:00,USD_CHF,1,0.8819349999999999,0.8818599999999999,0.881485,11339660,9999992.567599997,200000.0,49.999962837999995,0.0004197081326957,-1.6205282988758012,0.0001499999999999,-5102.846999998808,sl,508097.37034254684
2024-08-02 07:00:00+00:00,2024-08-02 07:30:00+00:00,2024-08-02 08:00:00+00:00,GBP_USD,1,1.2712949999999998,1.27121,1.2722413780161117,4602720,5851023.691199999,200000.0,29.255118456,0.0010254596888262,-1.7006079080625602,0.00017,4355.913022316845,tp,512453.28336486366
2024-08-06 09:30:00+00:00,2024-08-06 10:00:00+00:00,2024-08-06 10:30:00+00:00,GBP_USD,1,1.27106,1.2709699999999995,1.2705199999999996,7868000,9999991.959999997,200000.0,49.999959799999985,0.0004207314435808,-1.945378611279672,0.00018,-4248.720000000755,sl,508204.56336486293
2024-08-29 01:00:00+00:00,2024-08-29 01:30:00+00:00,2024-08-29 03:00:00+00:00,NZD_USD,-1,0.62768,0.62776,0.6281599999999998,-3705120,2325926.1311999997,200000.0,11.629630656,0.0025796043541804,1.9091217200203967,0.0001599999999999,-1778.4575999993103,sl,506426.1057648636
2024-09-06 07:30:00+00:00,2024-09-06 08:00:00+00:00,2024-09-06 11:00:00+00:00,NZD_USD,-1,0.622715,0.6228,0.622285,-16056500,9999988.2,200000.0,49.999941,0.0001927416699459,1.9318293944168987,0.00017,6904.295000000666,time,513330.4007648643
2024-09-11 02:00:00+00:00,2024-09-11 02:30:00+00:00,2024-09-11 04:30:00+00:00,EUR_USD,-1,1.104015,1.10409,1.1044650000000005,-9057220,9999986.0298,200000.0,49.999930149,0.0003035300086982,1.5240749928875632,0.00015,-4075.7490000025678,sl,509254.6517648617
2024-09-11 07:00:00+00:00,2024-09-11 07:30:00+00:00,2024-09-11 10:30:00+00:00,EUR_USD,-1,1.1049600000000002,1.1050400000000002,1.10487,-9049440,9999993.177600002,200000.0,49.99996588800001,0.0003938344537246,2.744868507707499,0.0001599999999999,814.4496000023214,time,510069.10136486404
2024-09-19 02:00:00+00:00,2024-09-19 02:30:00+00:00,2024-09-19 03:00:00+00:00,EUR_USD,1,1.10997,1.10989,1.110515685589744,3653380,4054849.9282,200000.0,20.274249641,0.0014797036983571,-1.6684314760533108,0.0001599999999999,1993.596819858912,tp,512062.6981847229
2024-10-11 07:30:00+00:00,2024-10-11 08:00:00+00:00,2024-10-11 10:30:00+00:00,GBP_USD,-1,1.307505,1.3075899999999998,1.3062400707626596,-3493720,4568353.334799999,200000.0,22.841766673999995,0.0013133811715513,2.042329404028849,0.00017,4419.308575080304,tp,516482.0067598032
2024-10-23 00:30:00+00:00,2024-10-23 01:00:00+00:00,2024-10-23 02:30:00+00:00,EUR_USD,-1,1.07952,1.07959,1.07994,-9262760,9999983.068400003,200000.0,49.999915342,0.0001944930677114,1.7310414313402462,0.00014,-3890.359200000805,sl,512591.64755980246
2024-10-23 03:30:00+00:00,2024-10-23 04:00:00+00:00,2024-10-23 06:00:00+00:00,EUR_USD,-1,1.080235,1.08031,1.0798031037700209,-9256600,9999997.546,200000.0,49.99998773000001,0.0001527678761561,1.5761245519271634,0.00015,3997.890642425366,tp,516589.5382022278
2024-10-23 07:00:00+00:00,2024-10-23 07:30:00+00:00,2024-10-23 10:30:00+00:00,EUR_USD,1,1.078505,1.07843,1.0780549999999998,8006120,8634039.9916,200000.0,43.170199958,0.0006949238131858,-1.543609103728531,0.00015,-3602.7540000022695,sl,512986.78420222556
2024-10-29 01:30:00+00:00,2024-10-29 02:00:00+00:00,2024-10-29 03:00:00+00:00,NZD_USD,1,0.598125,0.59806,0.5977350000000001,16720720,9999993.8032,200000.0,49.99996901600001,0.000334490111636,-1.7582685472705974,0.0001299999999999,-6521.080799998168,sl,506465.7034022274
2024-11-01 00:00:00+00:00,2024-11-01 00:30:00+00:00,2024-11-01 01:00:00+00:00,NZD_USD,1,0.596455,0.59637,0.596767589412662,9386380,5597755.4406,200000.0,27.988777203,0.0010718562372821,-1.7096723737825146,0.00017,2934.083011222249,tp,509399.7864134496
2024-11-04 00:30:00+00:00,2024-11-04 01:00:00+00:00,2024-11-04 02:00:00+00:00,NZD_USD,-1,0.59956,0.59964,0.6000399999999998,-6304940,3780694.2216000003,200000.0,18.903471108,0.0015870099062827,2.157075985017696,0.0001599999999999,-3026.3711999988263,sl,506373.4152134508
2024-11-06 00:00:00+00:00,2024-11-06 00:30:00+00:00,2024-11-06 01:00:00+00:00,USD_CAD,1,1.3869699999999998,1.3868799999999997,1.3881755590719838,1719920,2385322.649599999,200000.0,11.926613247999995,0.0025153777764925,-3.169188981009067,0.00018,2073.4651590868116,tp,508446.8803725376
2024-11-06 01:00:00+00:00,2024-11-06 01:30:00+00:00,2024-11-06 02:00:00+00:00,USD_CHF,1,0.869435,0.86935,0.8700693193550363,7094380,6167499.2530000005,200000.0,30.837496265,0.0009728410412277,-1.9438384189508848,0.00017,4500.102545982624,tp,512946.9829185202
2024-11-06 02:00:00+00:00,2024-11-06 02:30:00+00:00,2024-11-06 03:00:00+00:00,USD_CHF,1,0.8719600000000001,0.8718700000000001,0.8724913935674943,2102280,1832914.8636000003,200000.0,9.164574318,0.0032734448260587,-1.706056017597776,0.0001799999999999,1117.13806907161,tp,514064.12098759186
2024-11-06 04:00:00+00:00,2024-11-06 04:30:00+00:00,2024-11-06 05:00:00+00:00,USD_CAD,-1,1.39195,1.39205,1.391379826379753,-6157700,8571826.285,200000.0,42.859131425,0.0006999658990971,1.7494280681734398,0.0001999999999999,3510.9581013951215,tp,517575.07908898697
2024-11-06 07:30:00+00:00,2024-11-06 08:00:00+00:00,2024-11-06 08:30:00+00:00,USD_CHF,1,0.874565,0.87449,0.8741150000000001,2956340,2585289.7665999997,200000.0,12.926448832999998,0.0023208105072547,-4.429635863669468,0.0001499999999999,-1330.3529999996895,sl,516244.72608898726
2024-11-06 08:30:00+00:00,2024-11-06 09:00:00+00:00,2024-11-06 10:30:00+00:00,USD_CHF,1,0.8734,0.8733299999999999,0.8748724857967055,10091700,8813384.361000001,200000.0,44.066921805,0.0006807819266702,-3.811318973066712,0.0001399999999999,14859.884914614042,tp,531104.6110036013
